Artist,Nacionality,Gender,BirthYear,DeathYear,TotalArtwork,Categories
Emil Ganso,American,Male,1895,1941,26,"{""Drawings"": 2, ""Prints & Illustrated Books"": 24}"
Claude Garache,French,Male,1929,-1,2,"{""Prints & Illustrated Books"": 2}"
Domingo Garcia,American,Male,1932,-1,2,"{""Prints & Illustrated Books"": 2}"
Héctor García,Mexican,Male,1923,2012,3,"{""Photography"": 3}"
Clive Gardiner,British,Male,1891,1960,1,"{""Architecture & Design"": 1}"
Lyn Gardiner,American,Female,1946,-1,3,"{""Photography"": 3}"
Alexander Gardner,American,Male,1821,1882,51,"{""Photography"": 51}"
Flor Garduño,Mexican,Female,1957,-1,2,"{""Photography"": 2}"
Jedd Garet,American,Male,1955,-1,1,"{""Painting & Sculpture"": 1}"
Pablo Gargallo,Spanish,Male,1881,1934,1,"{""Painting & Sculpture"": 1}"
William A. Garnett,American,Male,1916,2006,9,"{""Photography"": 9}"
Gerard Garouste,French,Male,1946,-1,3,"{""Prints & Illustrated Books"": 3}"
Paolo Gasparini,Venezuelan,Male,1934,-1,3,"{""Photography"": 3}"
Oronzo Gasparo,American,Male,1903,1969,1,"{""Drawings"": 1}"
Arnold Gassan,American,Male,1930,2001,1,"{""Photography"": 1}"
Marco Gastini,Italian,Male,1938,-1,21,"{""Prints & Illustrated Books"": 21}"
Lee Gatch,American,Male,1902,1968,1,"{""Painting & Sculpture"": 1}"
Simon Gate,Swedish,Male,1883,1945,1,"{""Architecture & Design"": 1}"
Yves Gaucher,Canadian,Male,1934,2000,3,"{""Prints & Illustrated Books"": 3}"
Antoni Gaudí,Spanish,Male,1852,1926,5,"{""Architecture & Design"": 5}"
Henri Gaudier-Brzeska,French,Male,1891,1915,6,"{""Drawings"": 4, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Paul Gauguin,French,Male,1848,1903,33,"{""Drawings"": 2, ""Prints & Illustrated Books"": 28, ""Painting & Sculpture"": 3}"
August Gaul,German,Male,1869,1921,19,"{""Prints & Illustrated Books"": 19}"
Winfred Gaul,German,Male,1928,2003,2,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 1}"
Johannes Gecelli,German,Male,1925,2011,1,"{""Drawings"": 1}"
Sonia Gechtoff,American,Female,1926,-1,20,"{""Drawings"": 3, ""Prints & Illustrated Books"": 17}"
William Gedney,American,Male,1932,1989,58,"{""Photography"": 58}"
Peter Gee,British,Male,1932,-1,10,"{""Architecture & Design"": 9, ""Prints & Illustrated Books"": 1}"
Gego (Gertrud Goldschmidt),Venezuelan,Female,1912,1994,64,"{""Prints & Illustrated Books"": 52, ""Painting & Sculpture"": 3, ""Drawings"": 9}"
Frank O. Gehry,American,Male,1929,-1,13,"{""Architecture & Design"": 12, ""Prints & Illustrated Books"": 1}"
Ronald R. Geibert,American,Male,1952,-1,1,"{""Photography"": 1}"
Anna Bella Geiger,Brazilian,Female,1933,-1,6,"{""Prints & Illustrated Books"": 3, ""Media and Performance Art"": 3}"
Rupprecht Geiger,German,Male,1908,2009,1,"{""Drawings"": 1}"
Willi Geiger,German,Male,1878,1971,8,"{""Prints & Illustrated Books"": 8}"
Jan Gelb,American,Female,1906,1978,1,"{""Prints & Illustrated Books"": 1}"
Hugo Gellert,American,Male,1892,1985,83,"{""Prints & Illustrated Books"": 83}"
Robert Genin,American,Male,1884,1943,1,"{""Prints & Illustrated Books"": 1}"
Juan Genovés,Spanish,Male,1930,-1,2,"{""Painting & Sculpture"": 1, ""Prints & Illustrated Books"": 1}"
Arnold Genthe,American,Male,1869,1942,12,"{""Architecture & Design"": 1, ""Photography"": 11}"
Vic Gentils,Belgian,Male,1919,1997,1,"{""Painting & Sculpture"": 1}"
Eric George,British,Male,1881,-1,1,"{""Architecture & Design"": 1}"
Thomas George,American,Male,1918,2009,1,"{""Drawings"": 1}"
Paul Georges,American,Male,1923,2002,1,"{""Drawings"": 1}"
Valery Gerlovin,Russian,Female,1945,-1,2,"{""Prints & Illustrated Books"": 2}"
Rimma Gerlovina,Russian,Female,1951,-1,1,"{""Prints & Illustrated Books"": 1}"
Paul-Elie Gernez,French,Male,1888,1948,1,"{""Prints & Illustrated Books"": 1}"
Moshe Gershuni,Israeli,Male,1936,2017,10,"{""Drawings"": 1, ""Prints & Illustrated Books"": 9}"
Karl Gerstner,Swiss,Male,1930,-1,10,"{""Architecture & Design"": 10}"
Franz Gertsch,Swiss,Male,1930,-1,4,"{""Prints & Illustrated Books"": 4}"
Mario Giacomelli,Italian,Male,1925,2000,5,"{""Photography"": 5}"
Alberto Giacometti,Swiss,Male,1901,1966,121,"{""Architecture & Design"": 3, ""Prints & Illustrated Books"": 70, ""Drawings"": 16, ""Painting & Sculpture"": 32}"
Augusto Giacometti,Swiss,Male,1877,1947,7,"{""Architecture & Design"": 3, ""Drawings"": 3, ""Painting & Sculpture"": 1}"
Cristos Gianakos,American,Male,1934,-1,3,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 1, ""Drawings"": 1}"
Umberto Giangrandi,Colombian,Male,1943,-1,1,"{""Prints & Illustrated Books"": 1}"
Charles Dana Gibson,American,Male,1867,1944,1,"{""Architecture & Design"": 1}"
Ralph Gibson,American,Male,1939,-1,9,"{""Photography"": 9}"
Tim Gidal,German,Male,1909,1996,1,"{""Photography"": 1}"
Jill Giegerich,American,Female,1952,-1,1,"{""Prints & Illustrated Books"": 1}"
Josef Gielniak,Polish,Male,1932,1972,6,"{""Prints & Illustrated Books"": 6}"
Roland Giguère,Canadian,Male,1929,2003,1,"{""Prints & Illustrated Books"": 1}"
Ruth Gikow,American,Female,1915,1982,1,"{""Prints & Illustrated Books"": 1}"
Eric Gill,British,Male,1882,1940,24,"{""Prints & Illustrated Books"": 24}"
James Francis Gill,American,Male,1934,-1,6,"{""Drawings"": 1, ""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 2}"
Gregory Gillespie,American,Male,1936,-1,1,"{""Prints & Illustrated Books"": 1}"
Sam Gilliam,American,Male,1933,-1,6,"{""Drawings"": 2, ""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 2}"
Françoise Gilot,French,Male,1921,-1,6,"{""Prints & Illustrated Books"": 6}"
Laura Gilpin,American,Female,1881,1979,8,"{""Photography"": 8}"
Edgardo Miguel Gimenez,Argentine,Male,1942,-1,11,"{""Architecture & Design"": 11}"
Wilhelm Gimmi,Swiss,Male,1886,1960,2,"{""Prints & Illustrated Books"": 2}"
Henri Ginet,French,Male,1923,1970,1,"{""Prints & Illustrated Books"": 1}"
Allen Ginsberg,American,Male,1926,1997,3,"{""Prints & Illustrated Books"": 1, ""Photography"": 2}"
Paolo Gioli,Italian,Male,1942,-1,1,"{""Photography"": 1}"
John Giorno,American,Male,1936,-1,1,"{""Prints & Illustrated Books"": 1}"
Philip Gips,American,Male,1931,-1,2,"{""Architecture & Design"": 2}"
Pierre Girieud,French,Male,1875,1940,1,"{""Prints & Illustrated Books"": 1}"
Alberto Gironella,Mexican,Male,1929,-1,2,"{""Prints & Illustrated Books"": 2}"
Léon Gischia,French,Male,1903,-1,6,"{""Prints & Illustrated Books"": 6}"
Harry Gitlin,American,Male,1914,1986,1,"{""Architecture & Design"": 1}"
Len Gittleman,American,Male,1932,-1,12,"{""Prints & Illustrated Books"": 11, ""Photography"": 1}"
Allan Gittler (Avraham Bar Rashi),American,Male,1928,2002,1,"{""Architecture & Design"": 1}"
William Glackens,American,Male,1870,1938,1,"{""Drawings"": 1}"
Fritz Glarner,American,Male,1899,1972,34,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 26, ""Drawings"": 3, ""Painting & Sculpture"": 4}"
Joseph Glasco,American,Male,1925,1996,4,"{""Drawings"": 2, ""Painting & Sculpture"": 2}"
Milton Glaser,American,Male,1929,-1,19,"{""Architecture & Design"": 19}"
Otto Gleichmann,German,Male,1887,1963,2,"{""Prints & Illustrated Books"": 2}"
Albert Gleizes,French,Male,1881,1953,25,"{""Prints & Illustrated Books"": 20, ""Drawings"": 4, ""Painting & Sculpture"": 1}"
Arnold Glimcher,American,Male,1938,-1,1,"{""Architecture & Design"": 1}"
H. Glintenkamp,American,Male,1887,1946,1,"{""Prints & Illustrated Books"": 1}"
Domenico Gnoli,Italian,Male,1933,1970,2,"{""Drawings"": 2}"
Robert Gober,American,Male,1954,-1,51,"{""Drawings"": 9, ""Photography"": 1, ""Prints & Illustrated Books"": 28, ""Painting & Sculpture"": 13}"
Keith Godard,British,Male,1942,-1,1,"{""Architecture & Design"": 1}"
Charles L. Goeller,American,Male,1901,1955,1,"{""Drawings"": 1}"
Mathias Goeritz,German,Male,1915,1990,1,"{""Painting & Sculpture"": 1}"
Henri Goetz,French,Male,1909,1989,12,"{""Prints & Illustrated Books"": 12}"
Giuseppe de Goetzen,Italian,Male,1921,-1,1,"{""Architecture & Design"": 1}"
Vincent van Gogh,Dutch,Male,1853,1890,6,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 3}"
Frank Gohlke,American,Male,1942,-1,49,"{""Photography"": 49}"
David Lance Goines,American,Male,1945,-1,5,"{""Architecture & Design"": 5}"
Ralph Goings,American,Male,1928,-1,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Eugene Omar Goldbeck,American,Male,1892,1986,2,"{""Photography"": 2}"
Jim Goldberg,American,Male,1953,-1,12,"{""Photography"": 12}"
Michael Goldberg,American,Male,1924,2007,13,"{""Prints & Illustrated Books"": 12, ""Drawings"": 1}"
David Goldblatt,South African,Male,1930,-1,50,"{""Photography"": 50}"
Raphael Goldchain,Canadian,Male,1953,-1,2,"{""Photography"": 2}"
Shirley Goldfarb,American,Female,1925,1980,2,"{""Prints & Illustrated Books"": 2}"
John Golding,British,Male,1929,2012,1,"{""Drawings"": 1}"
Lloyd Goldsmith,American,Male,1945,-1,1,"{""Drawings"": 1}"
Anne Goldthwaite,American,Female,1869,1944,24,"{""Prints & Illustrated Books"": 24}"
Joseph Webster Golinkin,American,Male,1896,1977,2,"{""Prints & Illustrated Books"": 2}"
Leon Golub,American,Male,1922,2004,36,"{""Prints & Illustrated Books"": 34, ""Painting & Sculpture"": 2}"
Juan Gómez-Quiroz,American,Male,1939,-1,3,"{""Prints & Illustrated Books"": 3}"
Alexander Gonda,German,Male,1905,1977,1,"{""Drawings"": 1}"
Leonel Gongora,Colombian,Male,1932,-1,33,"{""Prints & Illustrated Books"": 33}"
Natalia Goncharova,Russian,Female,1881,1962,116,"{""Prints & Illustrated Books"": 103, ""Drawings"": 11, ""Painting & Sculpture"": 2}"
Roberto González Goyri,Guatemalan,Male,1924,2007,1,"{""Painting & Sculpture"": 1}"
Julio González,Spanish,Male,1876,1942,27,"{""Prints & Illustrated Books"": 1, ""Drawings"": 21, ""Painting & Sculpture"": 5}"
Sergio Gonzalez-Tornero,Chilean,Male,1927,-1,13,"{""Prints & Illustrated Books"": 13}"
Felix Gonzalez-Torres,American,Male,1957,1996,43,"{""Prints & Illustrated Books"": 8, ""Painting & Sculpture"": 8, ""Drawings"": 1, ""Photography"": 26}"
Gerald Gooch,American,Male,1933,-1,9,"{""Prints & Illustrated Books"": 9}"
Joe Goode,American,Male,1937,-1,25,"{""Prints & Illustrated Books"": 23, ""Painting & Sculpture"": 2}"
Jon Goodman,American,Male,1953,-1,1,"{""Photography"": 1}"
Mark Goodman,American,Male,1946,-1,2,"{""Photography"": 2}"
Sidney Goodman,American,Male,1936,2013,3,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Sam Goodman,Canadian,Male,1919,1967,1,"{""Prints & Illustrated Books"": 1}"
Robert Goodnough,American,Male,1917,2010,24,"{""Drawings"": 1, ""Prints & Illustrated Books"": 21, ""Painting & Sculpture"": 2}"
John Goodyear,American,Male,1930,-1,2,"{""Prints & Illustrated Books"": 2}"
Ron Gorchov,American,Male,1930,-1,1,"{""Painting & Sculpture"": 1}"
Bonnie Gordon,American,Female,1941,-1,1,"{""Photography"": 1}"
David Gordon,American,Male,1936,-1,9,"{""Drawings"": 9}"
Spencer Frederick Gore,British,Male,1878,1914,1,"{""Drawings"": 1}"
Jean Gorin,French,Male,1899,1981,2,"{""Painting & Sculpture"": 2}"
Wiktor Górka,Polish,Male,1922,2004,2,"{""Architecture & Design"": 2}"
Arshile Gorky,American,Male,1904,1948,19,"{""Architecture & Design"": 1, ""Drawings"": 9, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 8}"
Tom Gormley,American,Male,1937,-1,2,"{""Prints & Illustrated Books"": 2}"
April Gornik,American,Female,1953,-1,4,"{""Prints & Illustrated Books"": 4}"
Fritz Goro,American,Male,1901,1986,2,"{""Photography"": 2}"
Goro Ike,Japanese,Male,1911,-1,1,"{""Photography"": 1}"
Mieczysław Górowski,Polish,Male,1941,2011,7,"{""Architecture & Design"": 7}"
François Gos,French,Male,1880,-1,1,"{""Prints & Illustrated Books"": 1}"
Eberhard Göschel,German,Male,1943,-1,6,"{""Prints & Illustrated Books"": 6}"
John Gossage,American,Male,1946,-1,1,"{""Photography"": 1}"
Sylvia Gosse,British,Female,1881,1968,2,"{""Prints & Illustrated Books"": 2}"
Zbigniew Gostomski,Polish,Male,1932,-1,1,"{""Painting & Sculpture"": 1}"
Werner Gothein,German,Male,1890,1968,1,"{""Prints & Illustrated Books"": 1}"
Joseph Goto,American,Male,1916,1994,1,"{""Painting & Sculpture"": 1}"
Friedrich Karl Gotsch,German,Male,1900,1984,1,"{""Prints & Illustrated Books"": 1}"
Hans Gött,German,Male,1883,1974,1,"{""Prints & Illustrated Books"": 1}"
Adolph Gottlieb,American,Male,1903,1974,23,"{""Drawings"": 1, ""Prints & Illustrated Books"": 13, ""Painting & Sculpture"": 9}"
Harry Gottlieb,American,Male,1894,1992,1,"{""Prints & Illustrated Books"": 1}"
Robert P. Gottlieb,American,Male,1921,1977,1,"{""Architecture & Design"": 1}"
Gottlob,French,Male,1873,1935,2,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 1}"
Enguérrand Gourgue,Haitian,Male,1930,1996,2,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
Emmet Gowin,American,Male,1941,-1,21,"{""Photography"": 21}"
Francisco de Goya,Spanish,Male,1746,1828,181,"{""Prints & Illustrated Books"": 181}"
Roy Grace,American,Male,1936,-1,1,"{""Architecture & Design"": 1}"
Werner Graeff,German,Male,1901,1978,1,"{""Drawings"": 1}"
Camille Graeser,Swiss,Male,1892,1980,2,"{""Painting & Sculpture"": 2}"
Carl Bernhard Graf,Swiss,Male,1926,1968,3,"{""Architecture & Design"": 3}"
Gottfried Graf,German,Male,1881,1938,2,"{""Prints & Illustrated Books"": 2}"
Samuel Gragg,American,Male,1772,1855,1,"{""Architecture & Design"": 1}"
Dan Graham,American,Male,1942,-1,54,"{""Photography"": 5, ""Prints & Illustrated Books"": 26, ""Media and Performance Art"": 14, ""Drawings"": 6, ""Painting & Sculpture"": 3}"
David Marshall Graham,American,Male,1952,-1,6,"{""Photography"": 6}"
John D. Graham,American,Male,1881,1961,63,"{""Drawings"": 60, ""Painting & Sculpture"": 3}"
Paul Graham,British,Male,1956,-1,91,"{""Photography"": 91}"
Robert Graham,American,Male,1938,2008,3,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 1}"
Walter Gramatté,German,Male,1897,1929,5,"{""Prints & Illustrated Books"": 5}"
Carlos Granada,Colombian,Male,1933,2015,1,"{""Prints & Illustrated Books"": 1}"
Toni Grand,French,Male,1935,2005,1,"{""Painting & Sculpture"": 1}"
Eugene Fernandez Granell,Spanish,Male,1912,2001,2,"{""Drawings"": 1, ""Painting & Sculpture"": 1}"
Martus Granirer,American,Male,1933,-1,1,"{""Photography"": 1}"
Duncan Grant,British,Male,1885,1978,3,"{""Architecture & Design"": 1, ""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
James Bruce Grashow,American,Male,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Eugène Grasset,French,Male,1841,1917,5,"{""Architecture & Design"": 3, ""Prints & Illustrated Books"": 2}"
Gotthard Graubner,German,Male,1930,2013,9,"{""Prints & Illustrated Books"": 7, ""Painting & Sculpture"": 2}"
Gerardus Hendrik (Geert) Grauss,Dutch,Male,1882,1929,1,"{""Architecture & Design"": 1}"
Ken Graves,American,Male,1942,-1,7,"{""Photography"": 7}"
Michael Graves,American,Male,1934,2015,17,"{""Architecture & Design"": 4, ""Drawings"": 13}"
Morris Graves,American,Male,1910,2001,18,"{""Drawings"": 18}"
Nancy Graves,American,Female,1940,1995,10,"{""Drawings"": 3, ""Prints & Illustrated Books"": 5, ""Painting & Sculpture"": 1, ""Film"": 1}"
Wayne Gravning,American,Male,1935,-1,2,"{""Photography"": 2}"
Cleve Gray,American,Male,1918,2004,3,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 2}"
Eileen Gray,British,Female,1879,1976,8,"{""Architecture & Design"": 8}"
Larry Gray,American,Male,1944,-1,1,"{""Drawings"": 1}"
Ed Grazda,American,Male,1947,-1,5,"{""Photography"": 5}"
Sante Graziani,American,Male,1920,-1,3,"{""Prints & Illustrated Books"": 3}"
Alan Green,British,Male,1932,-1,5,"{""Prints & Illustrated Books"": 5}"
Randall Green,American,Male,1947,-1,2,"{""Photography"": 2}"
Balcomb Greene,American,Male,1904,1990,3,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 2}"
Gertrude Greene,American,Female,1904,1956,3,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 2}"
John B. Greene,American,Male,1832,1856,36,"{""Photography"": 36}"
Stephen Greene,American,Male,1918,1999,3,"{""Drawings"": 2, ""Painting & Sculpture"": 1}"
Timothy Greenfield-Sanders,American,Male,1952,-1,17,"{""Photography"": 17}"
B. Colin Greenly,American,Male,1928,-1,2,"{""Prints & Illustrated Books"": 2}"
Caroline Greenwald,American,Female,1936,-1,1,"{""Prints & Illustrated Books"": 1}"
April Greiman,American,Female,1948,-1,2,"{""Architecture & Design"": 2}"
Hermann Gretsch,German,Male,1895,1950,5,"{""Architecture & Design"": 5}"
Otto L. Grever,American,Male,1878,1936,1,"{""Architecture & Design"": 1}"
Helmut A. P. Grieshaber,German,Male,1909,1981,41,"{""Architecture & Design"": 4, ""Prints & Illustrated Books"": 37}"
Fuller Griffith,American,Male,1930,2013,1,"{""Prints & Illustrated Books"": 1}"
Franco Grignani,Italian,Male,1908,1999,2,"{""Architecture & Design"": 2}"
Marcos Grigorian,Iranian,Male,1924,2007,1,"{""Painting & Sculpture"": 1}"
William Grigsby,American,Male,1915,-1,3,"{""Photography"": 3}"
John Grillo,American,Male,1917,-1,16,"{""Prints & Illustrated Books"": 16}"
Dimitri Grinevich,Russian,Male,1895,1966,1,"{""Drawings"": 1}"
Peter Grippe,American,Male,1912,2002,5,"{""Prints & Illustrated Books"": 4, ""Painting & Sculpture"": 1}"
Salvatore Grippi,American,Male,1921,-1,1,"{""Prints & Illustrated Books"": 1}"
Juan Gris,Spanish,Male,1887,1927,59,"{""Prints & Illustrated Books"": 46, ""Drawings"": 7, ""Painting & Sculpture"": 6}"
Laura Grisi,Italian,Female,1939,-1,10,"{""Drawings"": 10}"
Alexis Gritchenko,Russian,Male,1883,1977,1,"{""Drawings"": 1}"
Nikolai Gritsouk,Russian,Male,1922,1976,1,"{""Drawings"": 1}"
René Groebli,Swiss,Male,1927,-1,1,"{""Photography"": 1}"
Glenn Grohe,American,Male,1912,1956,1,"{""Architecture & Design"": 1}"
Marcel Gromaire,French,Male,1892,1971,15,"{""Prints & Illustrated Books"": 15}"
Red Grooms,American,Male,1937,-1,18,"{""Prints & Illustrated Books"": 16, ""Drawings"": 1, ""Painting & Sculpture"": 1}"
Jan Groover,American,Female,1943,2012,79,"{""Photography"": 79}"
Walter Gropius,German,Male,1883,1969,4,"{""Architecture & Design"": 4}"
William Gropper,American,Male,1897,1977,103,"{""Prints & Illustrated Books"": 102, ""Painting & Sculpture"": 1}"
Maurice Grosman,American,Male,1900,1976,14,"{""Prints & Illustrated Books"": 14}"
Anthony Gross,British,Male,1905,1984,2,"{""Prints & Illustrated Books"": 2}"
Arnold Gross,Hungarian,Male,1929,-1,1,"{""Prints & Illustrated Books"": 1}"
Chaim Gross,American,Male,1904,1991,3,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Michael Gross,Israeli,Male,1920,2004,1,"{""Painting & Sculpture"": 1}"
Richard Gross,Canadian,Male,1943,-1,1,"{""Drawings"": 1}"
Maurice Grosser,American,Male,1903,1986,1,"{""Painting & Sculpture"": 1}"
Sid Grossman,American,Male,1913,1955,7,"{""Photography"": 7}"
Rudolf Grossmann,German,Male,1882,1941,21,"{""Prints & Illustrated Books"": 21}"
Robert Grosvenor,American,Male,1937,-1,6,"{""Drawings"": 5, ""Painting & Sculpture"": 1}"
George Grosz,American,Male,1893,1959,206,"{""Prints & Illustrated Books"": 179, ""Drawings"": 22, ""Painting & Sculpture"": 3, ""Architecture & Design"": 2}"
Jan Groth,Norwegian,Male,1938,-1,9,"{""Drawings"": 9}"
Paul Grotz,American,Male,1902,1990,1,"{""Photography"": 1}"
Bedrich Grunzweig,American,Male,1944,2009,1,"{""Photography"": 1}"
Carlo Guarienti,Italian,Male,1923,-1,5,"{""Prints & Illustrated Books"": 5}"
Nancy Guay Giesberger,American,Female,1945,-1,1,"{""Architecture & Design"": 1}"
Max Gubler,Swiss,Male,1898,1973,2,"{""Prints & Illustrated Books"": 2}"
Wayne Gudmundson,American,Male,1949,-1,2,"{""Photography"": 2}"
Svavar Gudnason,Icelandic,Male,1909,1988,2,"{""Prints & Illustrated Books"": 1, ""Drawings"": 1}"
Jesús Guerrero Galvan,Mexican,Male,1910,1973,2,"{""Drawings"": 2}"
José Guerrero,American,Male,1914,1991,4,"{""Prints & Illustrated Books"": 3, ""Drawings"": 1}"
Xavier Guerrero,Mexican,Male,1896,1974,8,"{""Prints & Illustrated Books"": 7, ""Drawings"": 1}"
Giuseppe Guerreschi,Italian,Male,1929,1985,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Maurice Guibert,French,Male,1856,1913,1,"{""Photography"": 1}"
Alfredo Guido,Argentine,Male,1892,1967,4,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 1}"
Alberto da Veiga Guignard,Brazilian,Male,1895,1962,2,"{""Drawings"": 1, ""Painting & Sculpture"": 1}"
Lurelle Guild,American,Male,1898,1986,4,"{""Architecture & Design"": 4}"
Albert Guillaume,French,Male,1873,1942,2,"{""Architecture & Design"": 2}"
